smiles;fitness;QED;SAS;Affinity
CC1(CC2=CC(F)=CC=C2)C(=O)CC2=C1C=C(S(=O)(=O)NC1CCCCC1)N=C2;0.35379101901814536;0.8099557499804905;4.478097635967789;-6.238
C1CCCC1NS(=O)(=O)c1cc2c(cc1)NC(=O)C2(C)Cc1cc(F)ccc1;0.4252679901076363;0.8038152193766748;2.924386370207145;-7.297
Fc1cccc2c1nc(OCC1CCN(CCCc3ccc(I)cc3)CC1)c1c2nccc1C(Nc1nc2c(cc(OC(F)(F)F)cc2)s1)N(CCC(c1ccccc1)c1ccccc1)CCN1CCOCC1;-0.2615465404120292;0.03445197232127307;4.520001806936811;0
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)=O)CCCC2)c1c1cccc2c1nc(OCC1CCN(CCCc3ccc(I)cc3)CC1)c1c2nccc1;0.261821981253557;0.08652824892977916;4.118515832114102;-7.486
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)=O)CCCC2)c1c1cc(ccc1)CCN1CCOCC1;0.31721834520973136;0.37218362787206605;3.4332872378496493;-7.267
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)=O)CCC2)c1;0.330946846782038;0.7420202237374149;2.968943339984607;-6.136
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)O)CCCC2)c1;0.4062796647570891;0.7092651016734336;3.9805703058042408;-7.366
N#CC1=CC=C(S(=O)(=O)N2CNPCC2C2=CC(C(=O)B3CCOCP3)=NO2)C=C1;-0.14231359234322777;0.5249584735385737;6.402291265811256;0
c1(C(N2CCOC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)=O)CCCC2)c1;0.26952194667428375;0.7469418106603248;3.1848666022644956;-5.219
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3O)(=O)=O)CCCC2)c1;0.47327220421150173;0.7482534090658786;3.2361256556406373;-8.203
c1(C(N2CCOCC2)=O)noc(C2N(S(c3cccN(C#N)cc3)(=O)=O)CCCC2)c1;0.22714442141248076;0.6425866849767606;3.94226917728753;-4.978
N#CC1=CC=C(S(=O)(=O)N2CSCSC2C2=CC(C(=O)N3CCOOC3)=NS2)C=C1;0.2520669420352112;0.603916978888028;5.239981039256834;-5.492
N#CC1=CC=C(S(=O)(=O)N2CCCCB2C2=NC(C(=O)N3CCOSC3)=NO2)C=C1;-0.14981828384753176;0.4911948437510533;4.8674956785342545;0
c1(C(N2CCCC2)=O)noc(C2N(S(c3ccc(C#N)cc3)(=O)=O)CCCC2)c1;0.4140111656831446;0.7611654764665221;2.903297556852076;-7.285
N#CC1=CC=C(S(=O)(=O)N2CBCCC2C2=CC(C(=O)N3CCOPC3)=NO2)P=C1;-0.14766860198429008;0.5027064876277181;6.208837451616579;0
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3O)(=O)=O)CCCC2)c1N(NC(=O)CNC(=O)c1cccc(F)c1)c1cc2c(cc1)CCCC2;0.26065698512338376;0.19436291519838164;4.060221836803143;-7.081
c1c(NCc2nc(-c3ccccc3)no2)ccc(CC)c1C(=NNC(=O)CNC(=O)c1cccc(F)c1)c1cc2c(cc1)CCCC2;0.3202967855095257;0.11760351493446568;2.8957876624731593;-8.223
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3O)(=O)=O)CCCC2)c1c1c(NCc2nc(-c3ccccc3)no2)ccc(CC)c1;0.06395744066519181;0.18365695830179005;3.8497555102207315;-4.233
c1c(NCc2nc(-c3ccccc3)no2)ccc(CCN)c1;0.2988368939004714;0.7307274204509369;1.928102765470781;-5.698
CCC1=NP=C(NCC2=NC(C3=PC=CC=C3)=NO2)C=C1;0.2993762423224625;0.7523088788632237;5.424320543509092;-5.654
ICC1=CC=C(NSC2=NC(C3=CC=CC=P3)=NO2)C=C1;0.17695031209103326;0.3371938801145751;5.278922528620754;-5.349
c1c(NCc2nc(-c3ccccc3)n2)ccc(CC)c1;0.43450674342543927;0.8800440251246693;2.162630914754832;-7.153
CCC1=CC=C(BCC2=NC(C3=NC=CC=C3)=NO2)C=N1;-0.10882027171081005;0.6590476755876997;5.119359005047554;0
c1c(Cc2nc(-c3ccccc3)no2)ccc(CC)c1;0.3721284177973067;0.7172546392777852;1.7433921969559751;-6.82
Pc1c(NCc2nc(-c3ccccc3)no2)ccc(CC)c1;0.35030354543683806;0.7336819534362761;2.851611764644577;-6.449
c1c(NCc2nc(-c3ccccc3)no2)ccc(C)c1;0.38957960378399437;0.7818190920500414;1.7503293547134735;-6.844
c1c(NCc2nc(-c3ccccc3S)no2)ccc(CC)c1;0.29300089792008205;0.6934047315840757;2.266522636032912;-5.749
c1c(NCc2nc(-c3cBcccc3)no2)ccc(CC)c1;-0.05870446263757753;0.8599626921589365;3.3360989784885327;0
c1(C(N2CCOCC2)=O)noc(C2N(S(c3ccc(C#N)cc3O)(=O)=O)CCCC2)c1Sc1nc2c(cc(cc2)nc1)c1ccc(F)cc1;0.23285794517355862;0.2549309158256964;4.927531134746649;-6.462
O=C(CSc1nc2c(cccc2)nc1c1(NC(=O)c2ccccc2C(F)(F)F))ccc2n(CCO)c3ccccc3c2c1;0.26696214054693573;0.2546719952952181;3.8195420553308974;-6.955
c(C1(NC(=O)c2ccccc2C(F)(F))F)ccc2n(CCO)c3ccccc3c2c1;0.3170626820031244;0.6336198810585902;3.8029231670059653;-6.328
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1;0.5216507196081845;0.5214129015034469;2.190882520319917;-9.72
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CNCO)c3ccccc3c2c1;0.39837277110834957;0.4203653648388438;2.46075928160697;-8.277
OCCN1C2=CC=C(NC(=P)C3=CN=CC=C3C(F)(F)F)C=C2C2=CC=NC=C21;0.289685001646747;0.4757423087869044;4.7891825575437394;-6.501
c1(NC(=O)c2ccccc2C(F)(F))ccc2n(CCO)c3ccccc3c2c1;0.4143577164299054;0.5132322035869802;2.22289235235497;-8.176
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CC)c3ccccc3c2c1;0.42176753626493757;0.45735776494790087;2.0247777491417285;-8.484
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CCO)c3Sccccc3c2c1;0.382626659030461;0.5717234635110167;2.98208815038525;-7.506
O=C(BC1=CP=C2C(=C1)C1=CC=CC=C1N2CCO)C1=CC=CC=C1C(F)(F)Cl;-0.18181093990650848;0.36070467699240133;4.912626084748243;0
c1(NC(O)c2ccccc2C(F)(F)F)ccc2n(CCO)c3ccccc3c2c1;0.29250376002852474;0.41746489431619266;2.91391452152126;-6.738
c1(C(=O)c2ccccc2C(F)(F)F)ccc2n(CCO)c3ccccc3c2c1;0.3438605637032389;0.5020568603445441;2.195825071439682;-7.182
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CCOS)c3ccccc3c2c1;0.24260311359876366;0.30459614530912393;2.4095203675798196;-6.408
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1CC(=O)OCC1(COC2(c3ccc(Cl)cc3)c3c(Cl)cccc3C(=O)N2Cc2ccc([N+](=O)[O-])cc2)CC1;0.09392433434862722;0.062082222597797505;4.344347648393667;-5.113
O=C(O)CCCc1cc(Nc2ncc3c(n2)N(C)C(=O)C3(C)C)ccc1;0.3483428746853628;0.8280782928072936;2.5726141048482756;-6.079
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1C1CNCCN1c1cc(Nc2ncc3c(n2)N(C)C(=O)C3(C)C)ccc1;0.34731719885842643;0.1388562545858186;3.996076121107322;-8.551
CN1C(=O)C(C)(C)C2=CN=C(NC3=CC=CC(B4CCNNC4)=C3)N=C21;-0.09589150043896941;0.7115313943136314;4.978838637072808;0
B=C1N(C)C2=NC(NC3=CC=PC(N4CCNOO4)=C3)=NC=C2C1(C)F;-0.1186176123225533;0.6209384906906712;6.0405396289900875;0
CN1C(=O)C(C)(C)C2=CN=C(NC3=PC=CC(P4CCNCC4)=C3)N=C21;0.2792772968363356;0.7930129938983239;5.1581369738711444;-5.211
C1CNCCN1c1cc(ONc2ncc3c(n2)N(C)C(=O)C3(C)C)ccc1;0.4116325717246421;0.7924194843534698;3.065858429370489;-7.139
CN1C(=O)C(C)(C)C2=CN=C(NC3=CP=CC(N4CCNCC4)=C3)C=C21;0.36991998884114485;0.870819905131836;4.4981394686736405;-6.256
C1CNCCN1c1cc(Nc2ncc3c(n2)N(C)C(=O)C3(CBr)C)ccc1;0.2718185948162641;0.7241686470344978;3.3872655961939433;-5.336
C1CNCSCN1c1cc(Nc2ncc3c(n2)N(C)C(=O)C3(C)C)ccc1;0.42605513526755207;0.8423270841269734;3.175455232567292;-7.172
C1CNCCN1c1cc(Nc2ncc3(n2)N(C)C(=O)C3(C)C)ccc1;0.46912631585552733;0.7922680551483383;4.185988038903767;-7.991
CN1CNCCN1c1cc(Nc2ncc3c(n2)N(C)C(=O)C3(C)C)ccc1;0.3060842682821998;0.8547910953586171;3.224554706777292;-5.368
BP1C(=O)C(C)(C)C2=CN=C(NC3=CC=PC(N4CCNCC4)=C3)N=C21;-0.11872379713535564;0.6192818943568605;5.44117705102751;0
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1C1Oc2c(cc(C)cc2)N(CC(=O)NCC2CCCO2)C1=O;0.1258142260744075;0.18189077020275826;3.907116159627475;-5.147
CCC1Oc2c(cc(C)cc2)N(CC(=O)NCC2CCCO2)C1=C1N(C(COc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.40542948118888816;0.3784076976475228;3.9244458331461463;-8.542
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1C1N(C(COc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.2601283477529218;0.17841321407359728;3.5748702993098567;-7.127
C1N(C(Oc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.3940736669426621;0.8524078805954497;2.1234366973552454;-6.659
C1(C(COc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.3336571571422028;0.8484003689393211;2.220048314043643;-5.788
C=C(COC1=CC(=O)N(NC)C2=C1C=CC=C2)N1CSNS1;0.293667675328365;0.8113650241349073;4.597147533010932;-5.352
CCN1C(=O)C=C(OCC(=O)N2CCPC2)C2=C1C=CP=C2;0.3021155485934187;0.8061825536474924;5.071081373161061;-5.498
C1N(C(COc2c3Pc(n(CC)c(=O)c2)cccc3)=O)CCC1;0.23347707484567268;0.7427078199082863;4.745409336442096;-4.717
C=C1P=C(OCC(=N)N2CCCC2)C2=C(C=CC=C2)N1CS;0.17678337915772702;0.38400813136723144;4.2790442363076355;-5.171
C1N(C(COc2c3c(n(CCN)c(=O)c2)cccc3)=O)CCC1;0.3384789985878798;0.8913756526854415;2.1797090037430635;-5.704
C1N(C(Cc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.4090760904192837;0.8667457076871262;2.0532159281244784;-6.827
C1N(C(COc2c3c(n(CC)c(=O)c2)cOccc3)=O)CCC1;0.3684894984565423;0.7802362615399793;3.200407605141666;-6.551
C1CN(C(COc2c3c(n(CC)c(=O)c2)cccc3)=O)CCC1;0.49041576367754974;0.8706344726604035;2.0520915212255826;-8.006
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1CC1(Cc2cccc(F)c2)C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3)cc21;0.35349838178381787;0.10350645372908114;3.9032169414323654;-8.768
CCCCC1(Cc2cccc(F)c2)C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3)cc21;0.29681177313064755;0.5806238401024257;3.063953570711746;-6.216
C(CCCCc1)(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1;0.48936765203694477;0.5093841765608345;3.8629424409193245;-9.302
C(CCCCn1c2c(cccc2)c2cP1cccc2)(=O)O;0.22889599155292273;0.6386574348685164;4.650159979727555;-5.023
C(CCCCn1c2c(Occcc2)c2c1cccc2)(=O)O;0.31223918989126587;0.8487130243396075;2.8000930529668473;-5.477
CC(=O)CSCCN1C2=C(C=CC=C2)C2=C1C=CC=P2;0.21854034423022858;0.6373729206994996;4.27749722775218;-4.873
O=C(O)CCCCN1C2=C(C=CN=C2)C2=C1C=CC=N2;0.2242352909565126;0.7230713630196423;3.6525677847813576;-4.644
C(CCCn1c2c(cccc2)c2c1cccc2)(=O)O;0.3764220933341918;0.7706125681818591;1.7105171952727698;-6.691
O=C(O)SCCON1C2=C(C=CC=C2)C2=C1C=CC=N2;0.3262276123744904;0.7475276710174119;4.060606776823797;-6.055
C(CCCCn1c2c(cccc2)c2c1cccc2)(=O);0.2092776942174473;0.4926309306831893;1.9246766907772646;-5.24
O=C(O)CCCBN1C2=C(C=CC=C2)C2=C1C=CC=P2;-0.13036689980045482;0.5703847855880652;4.767799084516106;0
C(COCCCn1c2c(cccc2)c2c1cccc2)(=O)O;0.3311677620400995;0.7062263133242883;1.8971876305204436;-6.26
BC(=O)SCCCN1C2=C(C=CC=C2)C2=C1C=CP=C2;-0.14009129997042072;0.5304665512560438;4.656664601757486;0
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1c(OCCCCN2C(=O)N(C)C(C)(C)C2=O)ccc2c1OCCC2C(F)(F)F;0.27150090515877373;0.08296775694673512;4.152390586352843;-7.641
n1c(NCc2cc(OC)c(O)cc2)sc2c1c(C)cc(C)c2CCCc1c(OCCCCN2C(=O)N(C)C(C)(C)C2=O)ccc2c1OCCC2C(F)(F)F;0.3071704487592938;0.09686930810206443;4.125063451424064;-8.114
CCC1=C(O)C=CC(CNC2=NC3=C(C=C(C)C=C3Br)S2)=C1;0.3204195145585819;0.6530405547534477;4.150842712025467;-6.31
COC1=C(O)P=CC(CNC2=NC3=C(C=C(C)C=C3C)O2)=C1;0.2887409780156275;0.7487040623104833;4.610307228154499;-5.505
n1c(NCc2cc(POC)c(O)cc2)sc2c1c(C)cc(C)c2;0.36081916412221493;0.6832322651998468;3.3272998853133107;-6.788
n1c(NCc2cc(OCCl)c(O)cc2)sc2c1c(C)cc(C)c2;0.33294592508688736;0.649782769220895;2.4562521990093362;-6.493
n1c(Cc2cc(OC)c(O)cc2)sc2c1c(C)cc(C)c2;0.332299877604347;0.7871408132113256;2.190152355764633;-5.988
n1c(NCc2cc(OC)c(O)cPc2)sc2c1c(C)cc(C)c2;0.39699658087152667;0.7786736661658492;4.056934678212718;-6.981
n1c(NCc2cc(OC)c(O)cc2)sc2c1(C)cc(C)c2;0.33231264591193155;0.9000936512767781;3.6478700290307966;-5.593
n1c(NCc2cc(OC)c(O)cc2)sc2c1Sc(C)cc(C)c2;0.42101399067147377;0.8259823048978471;3.203348056997502;-7.157
COC1=C(O)C=CC(CNC2CC3PC(F)CC(Cl)C3N2)=C1;0.21792233211483525;0.5790959925061784;6.003281189266051;-5.086
n1c(NCc2cc(O)c(O)cc2)sc2c1c(C)cc(C)c2;0.3582652680088476;0.6410787219576746;2.2344013779289096;-6.894
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1OCCCCn1c2c(cccc2)c2c1cccc2;0.18627000660644202;0.1581931323120014;2.8382579836329693;-6.111
n1c(NC)cc(-c2ccccc2C(F)(F)F)nc1CCn1c2c(cccc2)c2c1cccc2;0.37027435030205164;0.33270868071905185;2.478552948232128;-8.18
BC(F)(Br)C1=CC=CC=C1C1=CC(NC)=NC=C1;-0.09949411607546066;0.6965425842083139;4.839552958449735;0
n1c(NC)cc(-c2ccccc2C(F)(F))nc1;0.33604495116793154;0.8876934687488459;2.3798973510713264;-5.683
CNC1=NC=NC(C2=CP=CC=C2C(F)(F)F)=N1;0.28138046426231883;0.9117597811465682;4.728636964453453;-4.812
n1c(NC)cc(-c2ccccc2C(F)(F)F)ncS1;0.31676212532908055;0.8032938746108811;3.544293355716099;-5.712
n1c(C)cc(-c2ccccc2C(F)(F)F)nc1;0.29576161169796944;0.7597518426074399;2.1188158453430113;-5.55
n1c(NC)cc(O-c2ccccc2C(F)(F)F)nc1;0.38598256704801565;0.9279842781091667;2.2926167229149375;-6.27
n1c(NC)cc(-c2Cccccc2C(F)(F)F)nc1;0.32073874422926496;0.8925161211215119;3.309956345556448;-5.448
CNC1=NP=NC(C2=CC=CC=C2C(F)(F)F)=C1;0.45766645571766473;0.902668629672741;4.565626195222684;-7.429
CNC1=NP=PC(C2=CC=CC=C2C(F)(F)Cl)=C1;0.30872479498548067;0.7844811902920555;4.946193272145761;-5.672
COC1=NC=CC(C2=CC=CC=C2C(F)(F)F)=C1;0.30663916022347515;0.8121935934041777;3.878358502914992;-5.534
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCC(=O)OCC3OC(n4cc(C)c(=O)[nH]c4=O)CC3N=[N+]=[N-])O2)c(=O)[nH]c1=O;-0.2661967227520577;0.017862854569682656;5.6916987887145085;0
C(C=O)NCc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCC(=O)OCC3OC(n4cc(C)c(=O)[nH]c4=O)CC3N=[N+]=[N-])O2)c(=O)[nH]c1=O;0.06954694122127437;0.04101617296370544;5.14040594603052;-4.837
C(C(=O)c1(NC(=O)c2ccccc2C(F)(F)F))ccc2n(CO)c3ccccc3c2c1;0.43851431057866025;0.6536295378504485;3.068034207581178;-8.032
CCP1OC2=CC=C(C)C=C2N(NC(=O)NCC2CCOO2)C1=O;0.2923749689550924;0.6416664062404362;5.166601147629009;-5.947
C(C(=O)NCC1SOCCC1)N1c2cc(C)ccc2OC(CC)C1=O;0.3749786356006144;0.8130672056526626;3.7183868413031087;-6.532
C(C(=O)NCC1OCCC1S)N1c2cc(C)ccc2OC(CC)C1=O;0.3226306413337702;0.7807240359754557;3.793494960432941;-5.881
C(C(=O)NCC1OCCC1)1c2cc(C)ccc2OC(CC)C1=O;0.4298115690201376;0.864003736035951;3.5568744355226096;-7.152
C=C(BN1C(=O)C(CC)OC2=CC=C(C)C=C21)NSP1CCOO1;-0.18209418398448085;0.36170081612281846;5.967222414597334;0
C(C(=O)NCC1OCCC1B)N1c2cc(C)ccc2OC(CC)C1=O;-0.07274320355892155;0.8036687685588543;3.829558257136239;0
C(C(=O)NCC1OCC1)N1c2cc(C)ccc2OC(CC)C1=O;0.35226875991714346;0.8910453475242299;3.074700452585674;-5.914
C(C(O)NCC1OCCC1)N1c2cc(C)ccc2OC(CC)C1=O;0.30134200344131234;0.7732074450834631;3.687641208272174;-5.595
C(C(=O)NCC1OCCC1)N1c2cc(C)ccc2OC(NCC)C1=O;0.38338575522288176;0.8009592892732192;3.3349049344775397;-6.696
C(C(=O)NCC1OCCC1)N1c2cc(C)ccc2OC(CC)C1=CO;0.3498524145546491;0.8022932210538869;3.555212843469956;-6.201
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1ccc(N=C2C(=O)N(C)C(=O)C2c2ccccc2)cc1;0.1499674261207682;0.1802982177257376;3.6385471713477635;-5.505
COc1ccc(N=C2C(=O)N(C)C(=O)C2c2ccccc2)cc1c1c(S(NCCSC(C)(C)C)(=O)=O)ccc2ccccc12;0.20852581694794078;0.17518084880250548;3.605163835527885;-6.382
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1c(S(NCCSC(C)(C)C)(=O)=O)ccc2ccccc12;0.155271774137264;0.130875811878739;3.1765086369631286;-5.757
c1c(S(NCPCSC(C)(C)C)(=O)=O)ccc2ccccc12;0.33905514601047637;0.6225407433388954;3.3437631241969106;-6.687
C=S(=O)(NCCSC(C)(C)I)C1=CC2=CC=CC=C2C=C1;0.23472406445832086;0.31824608915535113;4.6742729512984775;-6.26
c1c(S(NCCC(C)(C)C)(=O)=O)ccc2ccccc12;0.38021417454170603;0.935978428395446;1.9283535576291992;-6.154
c1c(S(NCCS(C)(C)C)(=O)=O)ccc2ccccc12;0.3474342681424733;0.9227132365846774;2.215495096090738;-5.723
c1c(S(NCCSC(C)(C))(=O)=O)ccc2ccccc12;0.3447831856639934;0.8331717011773975;2.0968531580288;-6.005
CC(C)(Br)SCBNS(=O)(=O)C1=CC2=CC=CP=C2C=P1;-0.16634761328747166;0.4253947434770364;5.684105424145697;0
c1c(S(NCCSC(CB)(C)C)(=O)=O)ccc2ccccc12;-0.11592930471967386;0.6250535709969912;2.680313773327992;0
CC(P)(Br)SCCNS(=O)(=O)C1=CC2=CC=CC=C2C=C1;0.2141942695607576;0.45118118633851667;4.644787638903427;-5.481
c1c(S(NCCSC(C)(C)C)(=O)O)ccc2ccccc12;0.25341737348101945;0.5798502748214873;3.5646149732173154;-5.586
c1c(S(CNCCSC(C)(C)C)(=O)=O)ccc2ccccc12;0.3566196258950155;0.8166987980191193;2.3977046938828472;-6.24
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1CCn1c(=O)cc(OCC(=O)N2CCCC2)c2c1cccc2;0.34075443145309586;0.1795128068052266;3.0887760647329214;-8.302
n1(Cc2c3ccccc3ccc2)c(-c2ccc(O)cc2)cc(C(N2CC(Cc3ccccc3)CC2)=O)n1;0.23711395279060954;0.31197758755486554;2.8229305024833025;-6.304
n1(Cc2c3ccccc3ccc2)c(-c2ccc(OO)cc2)cc(C(N2CCC(Cc3ccccc3)CC2)=O)n1;0.2592366997189949;0.19273506158489342;2.5576898295170682;-7.055
n1(Cc2c3ccccc3ccc2)c(-c2cPcc(O)cc2)cc(C(N2CCC(Cc3ccccc3)CC2)=O)n1;0.2871848626351526;0.2674853713141327;3.6071975827106746;-7.204
OC1=CC=C(C2=CC(C(=P)N3CCB(BC4=CC=CC=C4)CC3)=NN2CC2=CC=CC3=CC=CC=C23)C=C1;-0.21107752067412938;0.24210191599369332;5.330434730623088;0
O=C(C1=NN(CC2=CN=CC3=CC=CC=C23)C(C2=PC=C(O)C=C2)=C1)N1CCN(CC2=CP=CC=C2)CC1;0.17500355608406004;0.2878885856401596;4.921931159194516;-5.495
O=C(C1=NN(OC2=CC=CC3=CC=CC=C23)C(C2=CC=C(I)C=C2)=N1)N1CCC(CC2=CC=CC=C2)BS1;-0.2403315021263504;0.12322219335743943;5.587333543300688;0
n1(Cc2c3ccccc3ccc2)c(-c2ccc(O)cc2)cc(C(N2CCC(Cc3ccccc3)CC2)O)n1;0.22936083069527677;0.26969688350687687;3.0661751641798087;-6.344
O=C(C1=NN(OC2=CC=CC3=CC=CC=C23)C(C2=CC=C(Br)P=C2)=C1)C1CCC(CC2=CC=CC=C2)CC1;0.25023361088016016;0.17962172849585994;4.729243384469241;-6.986
O=C(C1CC(C2=CC=C(O)C=C2)C(CC2=CP=CC3=CC=CC=C23)N1)N1CCC(PC2=CC=CN=C2)CC1;0.350890483770228;0.3134075991597382;6.016028775088345;-7.991
O=C(C1=NN(CC2=CC=CC3=CC=CC=C23)C(C2=CN=C(O)C=C2)=C1)N1CCC(PC2=CC=CN=C2)CS1;0.3436288329004741;0.23844796632682477;5.900019517377785;-8.153
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1cc(OC)ccc1;0.22606690594776707;0.2885306983362425;2.5189575619519893;-6.224
c1n(C)nc(-c2cc3sc(N)nc3cc2)c1C(=NC#N)SCC(=O)c1cc(OC)ccc1;0.18429408488372992;0.1979448301051779;3.0866151658955134;-5.941
c1(NC(=O)c2ccccc2C(F)(F)F)ccc2n(CO)c3ccccc3c2c1c1n(C)nc(-c2cc3sc(N)nc3cc2)c1;0.2989858993265484;0.18932631142502315;3.0708212178918277;-7.654
Nc1n(C)nc(-c2cc3sc(N)nc3cc2)c1;0.32951835586121986;0.6851670630799498;2.513331004917479;-6.316
NC1=NC2=C(C=C(C3=NN(Br)C=C3)C=C2)S1;0.25405741734759607;0.7506948624344026;4.5892842613015095;-4.989
NC1=NC2=C(C=C(C3=NN(N)C=C3)C=N2)O1;0.22605247262617228;0.5690317925368928;4.720633090732948;-5.232
CP1C=CC(C2=CC3=C(C=C(N)S3)P=P2)=N1;0.19891300374909981;0.6633661082999318;6.3597492051305675;-4.507
c1n(C)nc(-c2cc3c(N)nc3cc2)c1;0.3175782308102861;0.6863130131172561;2.9550966250650976;-6.14
c1n(C)nc(-c2ccN3sc(N)nc3cc2)c1;0.2362608548053971;0.7607500535562955;4.063998449972424;-4.688
CN1N=NC(C2=CC3=C(C=C2)C=C(N)S3)=N1;0.3059213203946487;0.6913247891185955;4.588324060632614;-5.963
c1n(C)nc(C-c2cc3sc(N)nc3cc2)c1;0.31886048304351133;0.7515399184811469;2.488139423284826;-5.921
c1n(C)nc(-c2cc3s(N)nc3cc2)c1;0.2647387186497003;0.7267131392476701;4.066546386503239;-5.228
c1n(C)Snc(-c2cc3sc(N)nc3cc2)c1;0.36834802199473843;0.8028009131315395;3.4945852631592373;-6.47
c1(C2C(=O)N(C)C(=O)C2=Nc2ccc(OC)cc2)ccccc1C(C)(C)SCCNS(=O)(=O)c1ccc2ccccc2c1;0.18386197447232597;0.1826739411320985;3.5590094828036474;-5.993
c1(C2C(=O)CN(C)C(=O)C2=Nc2ccc(OC)cc2)ccccc1;0.3149779249484264;0.8725251571211596;2.99056800160621;-5.433
