CCCn1cnc2c1NC=NCC2O
Cc1c(C)cc(Nc2c([N+](=O)[O-])c(N)nc(NCCCN3CCOCC3)n2)cc1
CCC(C)NC(=O)Cn1cnc2c(c(S(=O)(=O)N3CCN(c4ccccc4OC)CC3)c(C)s2)c1=O
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OS(=O)(=O)C(F)(F)F)C1
Cn1nc(C(=O)OCc2ccccc2F)c2c(cccc2)c1=O
O=C(NCc1ccccc1)C1CCN(S(=O)(=O)N2CCOCC2)CC1
COc1cc2c(cc1OC)c(Nc1cc(Cl)c(O)cc1)c(C#N)cn2
Oc1ccc(-c2nccc(-c3ccc(Cl)cc3)n2)cc1
CCC(C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)c1nccnc1
C=CCSc1nnc(NC(=O)COc2ccccc2)s1
COc1c(OC(C)C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cccc1
CC=C1C2OC=C(C(=O)O)C1CC(=O)OCC(c1ccc(O)c(O)c1)OCC1OC(O2)C(O)C(O)C1O
CC(C)CSCC1OC(n2cnc3c2ccnc3N)C(O)C1O
COc1ccccc1CNC(=O)c1c2nc(C)cc(C(F)F)n2nc1
Cc1c(C(F)(F)F)cccc1CN1C(=O)c2nnc(-c3cnccn3)n2CC1C
Cc1c(S(=O)(=O)N(C)N=Cc2c3cc(-c4ccccc4)ccn3nc2)cc([N+](=O)[O-])cc1
O=C(Nc1ccc(F)cc1)c1ccccc1Oc1c([N+](=O)[O-])cc(C(F)(F)F)cc1
COc1cc(C(=O)NCCC2=CCCCC2)cc(OC)c1OC
Cc1c(CC(=O)O)c(=O)oc2c1ccc(OCc1c(Cl)cc(F)cc1)c2C
O=S(=O)(NC1CCCC(NS(=O)(=O)c2c(F)cccc2F)C1)c1ccc2OCCOc2c1
Sc1nnc(-c2ccccn2)n1N=Cc1cc(Cl)c(Cl)cc1
CCC(=O)Nc1cc(Cl)c(Oc2cc(-c3ccc(NC(N)=O)cc3)c(O)cc2)c(Cl)c1
N=C(N)NCCCNC(=O)C1CSC2CCC(NS(=O)(=O)c3cccc4ccccc34)C(=O)N21
COc1ccc(C#Cc2ccc(C(=O)N3CCCC(O)(c4ccc(F)cc4)C3)cc2)cc1
CCCN(CCC)c1cc(C)nc2c(-c3ccccc3)n(C)nc12
CCn1c(COc2ccccc2C)nnc1SCC(=O)OC
CC(C)(C)OC(=O)NC1C=CC(=O)C1
COc1ccc(-c2ccc(CCC(=O)N3CCN(c4cc(C)ccc4C)CC3)s2)cc1
COc1ccc2[nH]c(SCC(=O)Nc3nccs3)nc2c1
Cc1ccc(S(=O)(=O)N2C=CNC(=O)C2CC(=O)NC2CCC(C)CC2)cc1
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2c(O)ccnc2)cc1
CCN(Cc1ccccc1)C(=O)c1c(C)c2c(ccc(S(=O)(=O)N3CCOCC3)c2)o1
CC(C)N(c1ccc(C(C)(O)C(F)(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1
Cc1c(NS(=O)(=O)c2ccc(-c3ccc(F)c(CN4CCCC4)c3)cc2)c(CC(C)C)nn1C
Cc1c(-c2cc(F)cc(F)c2)nc2ncccc2c1N1CC(C)(C)c2c1cc(N1CCOCC1)cn2
Cn1nc(-c2ccccc2)cc1C(=O)NC(CCC(=O)N1CCOCC1)C(=O)O
COc1cc(C(N)c2nc(-c3csc4ccccc34)cs2)ccc1
O=C1NC2(CC2)Cc2c1c1c([nH]2)-c2c(cnc(-c3ccc(OCCN4CCOCC4)cc3)c2)CC1
Fc1cc(Nc2c3ncccc3n[nH]2)cc(F)c1F
CCC(C)(C)NC(=O)CN(C(=O)CCC(=O)Nc1cc(C)ccn1)c1cccc(C)c1C
Cc1c2CCN(C(=O)CN(C)C)CCC(C)Nc3c(C(N)=O)ccc(c3)-n2c2c1C(=O)CC(C)(C)C2
CCCCOc1ccc(S(=O)(=O)Nc2c(OC)ccc(OC)c2)cc1
O=C(Nc1ccccc1)c1cc2c(ccc(Br)c2)oc1=O
c1cc(-c2nn3ccnc3cc2)c2cc[nH]c2n1
COc1c(OC)c(OC)c2[nH]c(=S)n(-c3ccccc3)c(=O)c2c1
Cc1c2nc(C(C)Nc3ncnc(N)c3C#Cc3ccc(F)cn3)n(-c3ccccc3)c(=O)c2c(Cl)cc1
COc1ccc(Oc2ncc3ncc(=O)n(Cc4cccc(OC)c4)c3n2)cc1
O=C(CCNC(=O)c1ccc([N+](=O)[O-])cc1)Nc1nc2c(cccc2)[nH]1
Cc1ccc(SCc2c3c(n[nH]2)OC(N)=C(C#N)C32C(=O)Nc3ccc(F)cc32)cc1
CCS(=O)(=O)c1ccc(-c2ccc(-c3c4Cc5c(cc(OC)c(O)c5)-c4n[nH]3)cc2)cc1
Oc1ccc(C=Nn2c(O)c3c(c2O)C2C=CC3C23CC3)cc1
CN1CCN(S(=O)(=O)c2cccc(C(=O)N(C)C(c3ccccc3)c3ccccc3)c2)CC1
CCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2nc(-c3ccccc3)nc(C3CC3COC)c2)CC1
CN(Cc1ncncc1)C1CCCc2cccnc21
C=CCOc1c(Br)cc(C=C2SC(Nc3ccccc3)=NC2=O)cc1OC
COC(=O)c1ccc(NC(=O)CN(C2CCCCC2)S(C)(=O)=O)cc1
COc1ccc(CC(=O)Nc2cc(C)c(N3CCCC3)cc2)cc1
O=C1CC(CCc2cnccc2)Oc2c1cc(Cl)cc2Br
Cc1c(C(=O)NC(C)c2cccc(C(=O)O)c2)n2cccc(OCC3CCCCC3)c2n1
CCN1C(=O)C(=Cc2ccc(F)cc2)N=C1SCC(=O)NCc1ccco1
O=C(CNC1CC1c1ccccc1)Nc1ccc(F)cc1
Cc1ccccc1N(c1ncc(C(=O)NCCCCCCC(=O)NO)cn1)c1ccccc1C
NS(=O)(=O)c1ccc(NC(=S)NNC(=O)CCC(=O)Nc2ccccc2Cl)cc1
COc1cc(CN2CC3(CN(C(=O)c4cnccc4)C3)c3c([nH]c4c3ccc(OC)c4)C2CO)cc(OC)c1
Cc1csc(NC(=O)CSc2ncc(-c3ccccc3)cc2)n1
Sc1nnc(CCc2nc(-c3ccccc3)no2)n1CCCn1ccnc1
CCOc1ccc(NCCC(=O)c2cccs2)cc1
CCOC(=O)C(Cc1ccccc1)C(=O)Nc1cccc2ccccc12
COc1ccc(NS(=O)(=O)c2cccc(C(=O)NNC(=O)c3ccc(C)o3)c2)cc1
Cc1cc(Nc2nn(C(C)C)c(=O)c3cc(CO)ccc23)n[nH]1
COc1c(OC)cc2C[N+](C)(CCCCCc3[n+](C)c(OC)ccc3)CCc2c1
O=c1c2c(cc(O)cc2)oc2c1oc1c2cccc1
N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1
COc1ncc(C(=O)NC(CC(=O)O)c2ccccc2Cl)cc1-c1ccc(C(C)(C)C)cc1
COc1ccc(N2CCCn3c2nc2c(Cl)ccc(C(OC(F)F)C(F)(F)F)c23)c(C)c1
Cc1c(C)c(OC=C2CC(=O)N3C(=N2)SC2=C3CCCC2)ccc1
CC(SCc1ccccc1)C(=O)Nc1c(F)cccc1
COc1ccc(-c2nnc3-c2cn(Cc2ccc(Cl)cc2)c2ccccc32)cc1
CC=Cc1ccc2C3C(C(=O)OC)C(CO)C(Cn2c1=O)N3S(=O)(=O)c1cccc(C)c1
COc1ccc(NC(=O)C(NC(C)=O)C(=O)NCc2ccccc2OC)cc1
CC1CCN(C(=O)Cn2cc(C#N)c3ccccc32)CC1
CC(C)CNCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1
CCCOc1ccc(C(=O)c2c(-c3ccco3)n(CCCn3ccnc3)c(O)c2O)cc1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3c(-c4ccccc4N)occ3)CC12C
O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccccc1-c1ccccc1
Cc1cc(N)nc(-c2cc3ncc(-c4cccc(NC(=O)NCC(F)(F)F)c4)n3cc2)n1
N#Cc1cc(Cl)cc(-c2cc(-n3cc(F)cn3)ncn2)c1
COc1ccc2c(c1)c(C)cc[n+]2Cc1ccccc1
O=C(O)CCSC(SCCC(=O)O)c1cccc(CCCc2ccc3ccc(Cl)cc3n2)c1
CCCCN(C(=O)COC(=O)CSc1ccc([N+](=O)[O-])cc1)C1C(=N)N(CCC)C(=O)NC1=O
COc1ccc(-c2cc(C(=O)Nc3cc(Cl)ccc3OC)no2)cc1
COc1ccccc1C(=O)Oc1ccc2oc(=O)sc2c1
O=C(O)CSc1c(O)nc(O)nn1
COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3ccc(CNC(C)=O)cc3)c2ccc1
Oc1nc2c(cccc2)c2cc(-c3c(F)cccc3)nn12
CC(C)(CN1CCOCC1)NC(=O)c1ccc(NC(=O)N2Cc3c(cccc3)C2)cc1
COc1ccc2c(OCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1
CN(C)C(=O)c1cccc(N=c2c(O)c(O)c2=NC(c2cc(F)cc(F)c2)C2CC2)c1O
COc1ccc(Br)cc1C(=O)Nc1c(C)ccc2nsnc12
Cc1ccc(C(=O)Nc2cccc(N3C(=O)C4CCC(C)CC4C3=O)c2)cc1
O=C(O)c1nn2c(c1)-c1c(cc(Cl)cc1)NC2C(=O)O
NS(=O)(=O)c1cc(-n2nc(CO)cc2-c2ccccc2)ccc1
O=C(CCCCCCC(=O)Nc1cc2c(s1)c(Nc1cc(F)ccc1)ncn2)NO
O=C(NCCC1=CCCCC1)c1ccc(Cl)c([N+](=O)[O-])c1
Cc1cc(-c2nc3c(cnn3-c3ccccc3)c(=O)n2-c2cc(Cl)ccc2)ccc1
N#CC1CCCN1C(=O)CNCCNc1c(C(F)(F)F)cccn1
CC(=O)Oc1c(-c2ccc(C(C)N)cc2)c2c(cc1)nc(O)c1c2ccs1
O=C(CNCC1CCCO1)NC1CCCCC1
O=[N+]([O-])c1cc(NS(=O)(=O)c2ccc(-n3c(O)ccc3O)cc2)ccc1
Cc1c(C(=O)N(C)c2ccc(O)cc2)cc(-c2cc(CCNC(=O)NCc3ccccc3)ccc2C(=O)N2Cc3c(cccc3)CC2C)n1C
Cc1ccc(S(=O)(=O)N(Cc2ccc(Oc3ccccc3)cc2)c2ccc(C(=O)O)cc2)cc1
O=C(NCC1NCCc2ccccc21)c1c(F)cccc1
Cc1ccc(Cn2ccc(OCc3ccccc3)c(Br)c2=O)cc1
CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCC(O)CC1
Cc1c(C(=O)NNC(=O)c2ccccc2)sc(CS(=O)(=O)c2ccccn2)n1
N#CCC1(O)C(=O)Nc2c1cccc2
C=CCOc1c(Br)cc(-c2nc(O)c3c4c(CCCC4)sc3n2)cc1
Cc1ccc(NC(=O)COC(=O)c2ccc(OC(F)F)cc2)cc1S(=O)(=O)N1CCCCC1
O=C(O)CCC(NC(=O)CCC(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1)C(=O)Nc1cc2c(cccc2)cc1
O=C(Nc1c(C(=O)Nc2ncccc2)c2c(CCCCC2)s1)c1ccccc1O
N=C(NCc1ccccc1)Nc1nc(-c2cc3c(cccc3)[nH]2)cs1
Cc1c(-c2ccccc2)c2c(ncnc2Nc2ccc(N3CCOCC3)cc2)s1
O=C(NCc1ccco1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1
c1ccc2c(C3OCC4(CCCC4)CO3)cccc2c1
OCCN1CCN(C(=S)NCCc2ccccc2)CC1
Cc1ccc(C)c(-c2csc(NC(=O)c3cnccn3)n2)c1
CC(C)(C)c1ccc(NC(=O)Nc2cccnc2Oc2c(C(C)(C)C)cccc2)cc1
O=C(O)C1Nc2c(c(Cl)c(Cl)cc2Cl)C2C=CCC12
O=C(NCc1cscc1)C1CCCCN1
COc1cc(C(=O)N2CCOCC2)ccc1Nc1ncc(C#N)c(OC)n1
CCOc1ccccc1C(=O)NN1CCOCC1
COc1cc(CC(NC(C)=O)C(=O)NC2CCN(C(=O)Nc3ccccc3Cl)CC2)cc(OC)c1
CC(C)(C)c1cc(OC(=O)c2ccc([N+](=O)[O-])cc2)ccc1O
Cc1ccc(Nc2nc(NCC3CC3)nc3c2scc3)c(C)c1
O=C(CS(=O)(=O)c1c[nH]c2c1cccc2)N1CCCc2c1cccc2
O=C(c1cc(Cc2ccccc2)c(C(=O)N2CCC(N3CCCC3)CC2)cc1)N1CCC(N2CCCC2)CC1
CCC(=O)c1cc(F)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1
CCCC(C)NC(=O)COC(=O)c1cc(N=S(C)(=O)O)ccc1
Cn1ccc(COc2cnc3ccc(=O)n(CCN4CCC(NCc5ccc6OCC(=O)Nc6n5)CC4)c3c2)n1
COc1cc(C(=O)NC2CCN(Cc3cc4c(cc3)nccc4)CC2)c(NCc2c[nH]cn2)cc1
Cc1ccccc1OCc1nn2cnc3c(c(-c4ccccc4)c(-c4ccccc4)o3)c2n1
O=c1cccc2C3CC(CN(CCCc4cnccc4)C3)Cn21
COc1c(OCCCN2CCCCC2)cc2ncnc(N3CCN(C(=S)NCc4cnc(-c5ccccc5)cc4)CC3)c2c1
CCOC(=O)C=Cc1ccc(C(F)(F)F)cc1S(=O)(=O)NC(C)(C)C
CSc1ccc(CN2CCN(C(=O)c3cccs3)CC2)cc1
NC1=NC(c2cc(NC(=O)c3cc(Br)co3)ccc2F)(C(F)F)COC1
CC(Oc1cc(C(=O)Nc2nccs2)cc(Oc2ccc(S(C)(=O)=O)cc2)c1)C(=O)O
Cc1c2cc[nH]c2ccc1Nc1c(C#N)cncc1C=Cc1cccc(CN2CCN(C)CC2)n1
Cc1cc(N=Nc2c(N)[nH]nc2N)ccc1
Cc1ccnc2nc(C(=O)OCC(=O)N(CC(C)C)C3C=S(O)(O)=CC3)nn12
Cc1ccc(CN2C(=O)CN=C(c3ccccc3)c3c2cccc3)cc1
CCc1c(N=C=O)c(CC)ccc1
Cc1cc(NC(=O)Nc2ccc3SCC(=O)N(C)c3c2)cc(C)c1
CC(C)c1cc(NC2CCCC2)nnc1C(=O)NC12CC3CC(CC(C3)C1)C2
Cc1nc(-c2c(-c3cn4ncnc4cc3)nc(CNc3cc(C#N)cc(CN4CCCC4)c3)[nH]2)ccc1
N#Cc1c(C#N)cc(Sc2nc3c(cccc3)[nH]2)cc1
CC1(C(=O)NCCC#N)CCN1C(=O)c1ccccc1CCc1ccccc1
OCCCOc1ccc2c(-c3cn(-c4ccccc4)nc3)ccnc2c1
CCCCCSc1nc(O)c(C#N)c(-c2ccc(Br)cc2)n1
CC1=CCC2C(C1)c1c(cc(C(C)(C)c3cc(C)ccc3)cc1O)OC2(C)C
CCOc1c(OC(=O)c2ccccc2)ccc(C=NNC(=O)c2ccncc2)c1
OC1OC2(CCN(CCc3ccccc3)CC2)c2c1cccc2
CC(C)CC(C(=O)O)N1C(O)c2c(c3ccc2c2c(O)n(C(CC(C)C)C(=O)O)c(O)c32)C1O
O=C(Nc1cccc(-c2cc(N3CCOCC3)nc(-c3ccc(CO)o3)n2)c1)C1CCCNC1
CCCCOc1cccc(Cc2cn(COCCO)c(=O)[nH]c2=O)c1
CNc1nnc(-c2cc(C(C)C)c(O)cc2O)n1-c1ccc2c(c1)ccn2C
Cc1cc(NC(=S)N(Cc2ccc(Br)cc2)Cc2ccc(C(=O)O)cc2)ccc1Cl
O=C(O)C1CSC(c2cc([N+](=O)[O-])c(O)cc2)N1
CCC1CCCCN1C(=O)CSc1nc2c3ccccc3nc-2c(O)n1-c1ccc(OC)cc1
C=CCOc1ccccc1C1C(C#N)C(=N)OC2=CC(C)(C)CC(=O)C21
O=C(COC(=O)C(Cc1ccccc1)N1C(=O)c2c(cccc2)C1=O)Nc1ccc2OCOc2c1
COCCNC(=O)C1CCCN1C(=O)C1CCN(S(=O)(=O)c2ccc(C)cc2)CC1
CN(C)CCOC(c1ccc(Cl)cc1)c1ncccc1
COc1c(O)cc(C(=O)OC2Cc3c(cc(O)cc3O)OC2c2cc(O)c(O)c(O)c2)cc1O
Cc1c([N+](=O)[O-])cc(S(=O)(=O)N(C(=O)c2ccncc2)c2cc3c(cc2)oc2c3CCCC2)cc1
Cc1ccc(NC(=O)COc2ccccc2C(=O)Nc2ccccc2)cc1Cl
O=C(COc1ccccc1)Nc1ccc(Cl)c(-c2nc3c(cccn3)o2)c1
CCCCc1ccc(NC(=O)COCC)cc1
Cc1ccc(-n2c(SCC(=O)NCCC3=CCCCC3)nc3nnc(C)c-3c2N)cc1Cl
COc1ccccc1CNC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1
COc1c(OC)cc2c(Nc3ccccc3Oc3ccccc3)c(C#N)cnc2c1
CCOC(=O)c1c(NC(=O)CN2CCN(c3ccccn3)CC2)c2c(ccc(OCC)c2)[nH]1
Cc1c(NCC(C)C)cc2nc(O)cc(C(F)(F)F)c2c1
COc1cc2c(cc(-c3cn4nc(OC)sc4n3)o2)c(OCc2csc(C3(c4ccc(C(=O)N(C)C)cc4)CCOCC3)n2)c1
COc1cc(C=CC(=O)OCC2CCN(Cc3ccc(Cl)cc3)CC2)ccc1O
CCN1CCN(C(=O)CN(CC)S(=O)(=O)c2ccc(F)cc2)CC1
CSCCC(NS(=O)(=O)c1cc2c(cccc2)cc1)C(=O)OCC(=O)c1ccc(C(C)C)cc1
COc1c(O)cc(-c2c(-c3cc(OC)c(OC)c(OC)c3)scc2)cc1
CCCc1nn(C)c(C(=O)Nc2cncc(C(=O)c3cn(C(C)C)c4ncncc34)c2)c1
NC(CS)CC1CCC(CC(=O)O)CC1
N#CC1C(c2ccc(C3=CCCC3)cc2)C(CO)N1C(=O)NC1CCCC1
Cc1c(C)c2c(oc1=O)c1c(cc2OCC(=O)N2CCC(C(=O)O)CC2)OC(C)(C)CC1
Cc1c(-c2ccc(C3CC3)cc2)n(-c2ccccc2Cl)nc1C(=O)NN1CCCCC1
O=C(C=Cc1cccc(O)c1)NCCc1ccccc1
CC1=CCC2C(C)(C)CCCC2(C)C1CC(Cc1ccccc1)OS(=O)(=O)O
NC(=O)C1Cc2c(cccc2)CN1C(=O)CCCCCCN1CCN(c2ccccc2-c2ccccc2)CC1
CCC1CC(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(-c3cn(C)nc3)cn2)CN1C(=O)N1CCOCC1
CCn1c(-c2nonc2N)nc2c1c(OC1CCNCC1)cnc2C#CC(C)(C)O
O=C(NCCCn1ccc(=O)[nH]c1=O)C(c1ccccc1)c1ccccc1
Cc1noc(C)c1S(=O)(=O)Nc1ccc(C(=O)N2CCc3c(cccc3)C2)cc1
CCOC(=O)C(=NNc1ccc(F)cc1)C(=O)c1ccc([N+](=O)[O-])cc1
CC1CCN(c2ccc(NC(=O)c3c(-c4cccs4)ocn3)cc2C(N)=O)CC1
CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(Cc3ncccc3)CC2)n1
CCCC(=O)Nc1ccc(-c2ccc(C#N)n2C)cc1
CC(C)N(c1c(F)c(Oc2cc(C(=N)N)ccc2)nc(Oc2c(C(=O)O)cc(C(=O)NC3CC3)cc2)c1F)C(C)C
COc1cc(OC)c(NC(=O)c2c(N)n(Cc3ccc(SC)cc3)nn2)cc1
COC(=O)Cn1cc(-c2ccccc2)nn1
COc1c(Cl)c(C)nc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)n1
CCOc1cc(N2C(=O)C(=Cc3cc(Br)c(O)c(OCC)c3)C(=O)NC2=S)ccc1
c1ccc(-c2ccc([B-]3(c4ccccc4)[NH2+]CCO3)cc2)cc1
COc1nc(N(C)C)ncc1-c1cc2c(C(c3ccc(Cl)cc3)N(c3cn(C)c(=O)cc3C)C2=O)n1C(C)C
Cc1cc(Nc2cc(-c3ccc(F)cc3)cc(Cl)c2)nc(N)n1
Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2c1nc(NCCOC(C)C)[nH]2
Cc1ccc(-c2csc(=Nc3ccccc3)n2Cc2ccc3OCOc3c2)cc1C
COc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(CCc3ccccc3)c2n1
COc1c2cc(cn1)-c1nc3c(cnn3cc1)-c1cc(ccc1)CNC(=O)c1cc(c(F)cc1F)S(=O)(=O)N2
O=C(CCNS(=O)(=O)c1cccc2nonc12)Nc1ccc(Cl)cc1
Cn1ncc(NC(=O)c2csc(-c3n[nH]cc3)n2)c1C1CCC(N)C(F)CO1
O=C(CSc1nnc(COc2ccccc2)o1)NCc1ccccc1
Cc1cc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c2c(Cl)c3c(cccc3)s2)cc1
NCCCCC(NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)CN)C(=O)O
Cc1ccc(-c2nc(S(=O)(=O)c3ccc(C)cc3)c(N(C)C)o2)cc1
Cc1ccccc1NC(=O)COc1ccc(S(=O)(=O)NCCc2ccccc2)cc1
OC1(C(F)(F)F)c2c(cccc2)-c2c1ccc(Cl)c2
Cc1ccc2C(=O)C(Br)=C(c3ccccc3)c2c1
Cc1c(C(=O)Nc2c(Cl)cccc2)sc(Cl)n1
CN1C2CCC1CC(NC(=O)c1c(Cl)c3c(cccc3)nc1)C2
O=C(NC(=S)Nc1c(Cl)ccc2nsnc12)c1ccco1
O=C1C(=O)N2CCCc3cccc1c32
Cc1ncc([N+](=O)[O-])n1CC(O)CCl
CCOC(=O)C(C)Sc1c(C#N)c(C(F)(F)F)cc(-c2ccco2)n1
Cc1c(-c2ccnc3c2c(C#N)c[nH]3)cccc1
