Cc1ccc(Nc2c3CCCc3nc3ccccc23)cc1
CC1CN(c2c([N+](=O)[O-])cccc2)CCN1CCN1C(=O)CC2(CCCC2)CC1=O
CCC(C)C(NC(C)=O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC(C(=O)NC(Cc1ccccc1)C(N)=O)C(C)CC)C(C)CC
Cc1cc(SCC(F)(F)COc2ccc(C(F)(F)F)cc2)ccc1OCC(=O)O
COc1ccc(C2C3C=CC=CC3C(=O)N2c2ccc3[nH]cnc3c2)cc1F
c1ccc2oc(CNCCCCCCCNc3c4CCCc4nc4ccccc34)cc2c1
Cn1c(=O)c2c(nc(NCc3cnccc3)n2Cc2ccc(Cl)cc2Cl)n(C)c1=O
COc1ccc(Cl)cc1CN1C(=O)OC(C)(C)c2ccc(C(=O)Nc3ccc(C(=O)O)c(Cl)c3)cc21
N#Cc1ccc(N2CC3C(C2)C3NCC(=O)N2CC(F)CC2C#N)cc1F
O=C(Nc1cc2c(cc1)c(O)cc(S(=O)(=O)Nc1cc(S(=O)(=O)O)c(Cl)cc1)c2)Nc1ccc2c(O)cc(S(=O)(=O)Nc3cc(S(=O)(=O)O)c(Cl)cc3)cc2c1
O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1cnccn1)CC2
CCNC(=O)c1ccc(Cc2c(C(=O)OC)n(-c3ccccc3)c3c(ccc(Cl)c3)c2=O)cc1
CCCCC(=O)Nc1cccc(C(=O)Nc2ccccc2C(=O)O)c1
COc1cc(C=Nc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2Oc2ccc(F)cc2)cc(OC)c1
Cc1nnc(SCc2ccccn2)n(N)c1=O
CN1CC=C(c2ccccc2)N(c2ccccc2)C1=O
CCOc1ccc(NC2(c3ccccc3)C(=O)c3c(cccc3)C2=O)cc1
Cc1cc(Br)c(N2C(=O)C=CC2=O)cc1
CN(C)S(=O)(=O)N(CC(=O)Nc1c(F)cccc1)c1ccccc1
N#Cc1c(-c2ccc(Br)cc2)nc(Nc2ccc(CCO)cc2)nc1
O=C(NC1CSSCC(C(=O)O)NC(=O)C2CCCN2C(=O)C(CO)NC1=O)c1ccccc1
CCOCCCn1c(SCc2ccccc2)nnc1-c1ccncc1
COC(=O)c1ccc(C=C2SC(=S)N(C)C2=O)cc1
O=C(O)CCn1c(SCCOc2ccccc2)nc2c1cccc2
COc1ccc(-c2c(C(=O)NCc3ccc(C(=O)NCCS)cc3)[nH]c(-c3ccccc3)c2)cc1
O=C1CSC2(C(=O)N(Cc3ccccc3F)c3ccccc32)N1c1ccc(F)cc1
Cc1ccc(OCC(=O)N2CCC(N3CCCCCC3)CC2)cc1
COc1c(C2=C(c3cn(CCCN)c4c3cccn4)C(=O)NC2=O)cccc1
CCc1cc(-c2ccc(Cl)cc2)c(O)cc1OCCCCCC(C)(C)c1n[nH]nn1
Cc1cc(NC(=O)CSc2nn3c(-c4cnccc4)nnc3cc2)no1
COc1ccccc1CNC(=O)C(=O)Nc1cc(C(F)(F)F)ccc1
COc1ccc(OC)c(CC(=O)N2CCCC(c3c(-c4cc(C)no4)cn[nH]3)C2)c1
N#Cc1ccc(OCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1
CC(C)CC(NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(CN=C(N)N)cc1)C(=O)NC1CCCCC1c1cccc(Cl)c1
NC(=O)C1CCN(c2c(O)n(-c3ccc(Cl)cc3)c(O)c2)CC1
CC1=NC2=CC(C)(C)CC(=O)C2C(c2ccccc2)C1C(=O)OC(C)C
O=C(NCc1ccncc1)C(O)(c1ccccc1)c1ccccc1
CC(=O)Nc1c(O)n(Cc2ccccc2)c2c1cc(Br)cc2
COc1c(NC(=O)CSc2nc(-c3ccccc3)cc(O)n2)cc(Cl)cc1
O=C(NCCc1n[nH]c(-c2ccc(F)cc2)c1-c1ccncc1)C1CCCN1
COC(=O)c1cc(C(=O)c2c(Cl)cc(Cl)cc2)cn1C
CC(C)C(OC(=O)c1cccc(S(=O)(=O)NCC(F)(F)F)c1)C(=O)NC(N)=O
CC(O)C1CCC2(O)C3CCC4CC(OCC5OC(O)C(O)C(O)C5O)CCC4(C)C3CCC12C
CNC(CN1CCC2(CC1)CCN(C1=C(C)C(=O)OC1)C2=O)c1ccc2C(=O)OCc2c1C
Cc1c(C)c2c(cc3oc(=O)c(CCC(=O)NCc4ccccn4)c(C)c3c2)o1
COc1ccc(S(=O)(=O)N2CCN(C(=O)c3n[nH]c(-c4ccc(C)cc4)c3)CC2)cc1
Cc1cc(=O)oc2c1ccc(OC1SCC(O)C(O)C1O)c2
Brc1ccccc1-c1nnc(SCc2nc3c(cccc3)s2)o1
O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(CC2CC2)CC1
CCOc1c(CNCCc2ccc(S(N)(=O)=O)cc2)c2c(cccc2)cc1
Cc1ccc(S(=O)(=O)NCC2(c3ccccc3)CCOCC2)cc1
CNC(=O)NC(=O)COC(=O)c1c(OCc2ccccc2)cccc1
CN1C(=O)c2c(nccc2)N(C2CC2)c2c1ccc(-c1c[nH]cc1)n2
O=C(NCc1nnc(S)n1-c1ccc(Cl)c(Cl)c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
Cc1c(Nc2cc3c(cc2)C(=O)c2c(ccc(OCCN4CCOCC4)c2)CO3)cc(NC(=O)c2cscc2)c(F)c1
CCCCC(CN(O)C=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)N(C)C
O=C(O)c1ccc(N2CC3(CCN(Cc4c(-c5cc(F)c(F)cc5F)oc(-c5ccccc5)n4)CC3)OC2=O)cc1
COc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cncnc1)CC2
Cc1ccc(Nc2cc(C)nc3nc(SCc4ccccc4)nn23)cc1
OCc1cc(-c2cn(CC3CCCCC3)nc2)cc2c1-c1c(cccc1)C2(O)C(F)(F)F
CCCc1nc(SCC(=O)C2C(=N)N(C3CC3)C(=O)NC2=O)nc(O)c1
CSCCC(NC(C)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCCCCCCCC(=O)NC(CCSC)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)N1CCCC1C(N)=O
O=C1C(=O)N(Cc2cc3c(cccc3)s2)c2c1cc(F)cc2
COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCS(=O)(=O)CC5)cn4)ccc23)c(Cl)cc1Cl
CCOc1ccc(Cc2nnc(SCC(=O)c3ccc(OC)cc3)o2)cc1
Cc1ccc(C2CCCC2NS(=O)(=O)C(C)C)cc1
CCn1c(=O)c2c(-c3c(cccc3)CC23CCCCC3)n2c(SCC(N)=O)nnc12
Cc1cn(-c2nc(Nc3ccc4c(c3)c(Cl)nn4C)ncc2F)cc1CN1CC(O)C1
Cc1nc(-c2c3Cn4ncnc4-c4c(ccc(F)c4)-n3cn2)no1
COc1ccc(C(C)NC(=O)c2ccc(Br)cc2)cc1OC
CC(=O)NC(Cc1ccccc1)P(=O)(O)CC1(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)CCCC1
COc1c(OC)cc2c(Oc3cc4c(cc3)c(NC(=O)c3nccc(Cl)c3)nn4C)ccnc2c1
COc1ccc(-c2cnnc(NN=Cc3cc(OC)c(O)cc3)n2)cc1
CCOc1c(OCC)cc(NC(=O)CN(C)C(=O)CCNC(=O)c2ccc(Br)cc2)cc1
COc1ccc2c3c(C(CO)N(C(=O)Nc4ccc(F)cc4)CC34CCN(C(=O)Cc3ccncc3)CC4)n(C)c2c1
COC(=O)C1=C(C)OC(=N)C(C#N)C1c1ccccc1F
Cc1cnc(Nc2ccc(C(=O)Nc3c(C)cccc3C)cc2)nc1-c1ccncc1
Cc1ccc(C(=O)Nc2c(C(=O)NC(C)(C)C)oc3ccccc23)cc1
Cn1c(C(=O)NCc2cccs2)cc2c1c1c(cccc1)n(C)c2=O
O=C(NC1=C(Nc2ccc(Cl)cc2)C(=O)c2c(cccc2)C1=O)c1ccccc1
O=c1[nH]c2c(cnc(SCc3ccccc3)n2)c(=O)n1-c1ccc(Cl)cc1
CC(CCC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1(c2cccc(C(C)(C)C)c2)CCC(Nc2ccccn2)NC1
CC(O)C1NC(=O)C(C)N(C)C(=O)NC(O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O
CN(C)c1c2cccc(S(=O)(=O)NC(CCCN=C(N)N)C(=O)N(CC(=O)O)CC3CCCO3)c2ccc1
Cc1ccc2ncc3c(c2c1)n(-c1cc(F)ccc1)nc3-c1ccc(F)cc1
N#Cc1ccccc1NC(=S)NC(=O)C1CCC1
Cc1ccc(-c2noc(CSc3ccccc3)n2)cc1
O=[N+]([O-])c1cc(-c2nc(-c3cnccc3)no2)ccc1
COC(=O)C12CC(CC(=O)NCCC(C)C)C(=O)N(Cc3ccc(Cl)cc3Cl)C1=CC(C(C)C)OC2C1CC1
CCOC(=O)c1ccc2nc(C)c(CC=C(C)Cl)c(Cl)c2c1
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccncc1
NC(=O)C1CCN(C(=O)CSc2nc3c(cccc3)o2)CC1
O=C(Nc1cc2c(cccc2)cc1)c1c(Cl)cc(F)c(F)c1
CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(F)cc2)cc1
OCCCCCn1cnc2c1c(O)nc(NCc1cc(Cl)c(Cl)cc1)n2
CC(=O)NC1C(OC(=O)Cc2ccccc2)OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O
COC(=O)c1cc2c(cco2)n1CC(=O)c1ccc(Br)cc1
O=C(NCCc1ccccc1)C(=O)NCC1CCNCC1
COc1c(NC(=O)C(c2ccccc2)c2ccccc2)cc(C(=O)Nc2ccccc2C(=O)O)cc1
O=C(CN1C(=O)C(=O)N(CCC2=CCCCC2)C1=O)c1c[nH]c2ccccc12
Cc1c(-c2cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c(Cl)nc2)sc(NC(=O)C(N)C(C)C)n1
Cn1cc(CN2CCC(CO)CC2)c(-c2ccc(Oc3ccccc3)cc2)n1
Cc1ccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N=C3C(=O)N(c4ccccc4)N(C)C3C)c2)cc1Cl
CCn1nc(C)c(CN(CCCn2ccnc2)Cc2cc(F)ccc2)c1C
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(N2CCC(O)CC2)s1
COc1ccc(OC(=O)c2c(Cl)cnc(SCc3ccc(C)cc3)n2)cc1
O=C(COc1ccc(Cl)cc1)NCc1nnc(SCC(=O)NC2CCCCC2)o1
COc1c(Cn2c(C)cc(C)c(C#N)c2=O)cc(C=O)cc1
COc1ccc(N2CCN(CCCN3CCCc4c(cccc4)C3=O)CC2)cc1
COC(=O)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(O)c1
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
Oc1noc(O)c1-c1c(Cl)cc(C(F)(F)F)cn1
CCCc1nc2c(cc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2)n1C
O=C(c1cc2c(cc1)[S+]([O-])c1c(cccc1)C(=O)N2Cc1c(F)cccc1)N1CCCCC1
COC(=O)c1cn2c(Cc3cccc(F)c3)c(-c3ccc(Cl)cc3)nc2cc1
N=C(N)c1cc(F)c(C(=O)Nc2cc3c(cc2)C(=O)C(CC(=O)O)CC3)cc1
CCCCOc1c2c(cc(C(F)(F)F)c1)n(Cc1ccc(C(=O)Nc3n[nH]nn3)cc1)c(=Nc1ccc(OC(F)(F)F)cc1)n2C
Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(Cl)c(C(F)(F)F)c3)CC2)nc1
O=C(C1CCC(CNS(=O)(=O)c2cccc3nsnc23)CC1)N1CCN(c2ncccc2)CC1
CCc1ccc(C(=O)NNC(=O)c2nnc(O)c3ccccc23)cc1
Cc1ccc(C(=O)Oc2ccc(Br)cc2C(=S)N2CCOCC2)cc1
COc1ccc(C=C2Oc3c(ccc(OC(=O)N4CCOCC4)c3)C2=O)c(OC)c1
O=C(NCCc1c[nH]c2ccccc12)OCc1cn(Cc2cc(F)ccc2F)nn1
CN(C)CCOc1cc2c(cc1)oc(-c1ccccc1)cc2=O
CN(O)C(=O)CCSc1nc2c(ccc(Cl)c2)s1
COc1ccc(NC(=O)C2CCN(C(=O)c3cccs3)CC2)cc1OC
O=C(NC(CO)c1c(F)cccc1)c1cc(-c2c(-c3cccc(Cl)c3)cn[nH]2)c[nH]1
O=C(OCc1ccncc1)N1Cc2c(nc3ccccc3c2O)C1c1cc2c(cc1)OCO2
Cc1ccc(C(=O)c2nc(NCCc3ccccn3)nc3c2scc3)s1
CCCCN1C(=O)NC(C(F)(F)F)(C(F)(F)F)C2C(=O)CC(C)(C)C=C21
O=C1c2c(SCN1c1ccccc1)c(Br)ccc2
COC(=O)C12CCCCC3=C1N(CCC3)C(=O)C2CC(=O)N1CCN(C(=O)c2ccco2)CC1
CC(NC1=NC(=O)C(C)(C(C)(C)O)S1)c1cccc(F)c1
Cc1c2cc3OCOc3cc2ncc1C(=O)c1ccc(Cl)cc1Cl
Cc1ccc(S(=O)(=O)N2C(Cc3ccccc3)COC2CC(=O)OCc2ccccc2)cc1
O=C(Cc1ccc(Cl)cc1)OCc1nnc(-c2ccccc2)o1
CCNC(=O)C1CCCN1c1nc2cc(-c3noc(O)n3)nc(-c3cncc(Cl)c3)c2n1CC1CCC(C)CC1
O=C(O)CCNC(=O)c1ccc(-c2ccccc2CNc2ccc(-c3ccc(Cl)cc3)cc2)cc1
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCCCC1c1nc2c(cccc2)[nH]1
NS(=O)(=O)c1cc(NC(=O)c2ccccc2NS(=O)(=O)c2ccc(F)cc2)ccc1
COc1ccc(Cc2nc3c(cc(C(=O)NC4CCOC4)cc3)o2)cc1
O=C(Cn1c(=O)c2c(ncn2Cc2ccccc2)n(Cc2ccccc2)c1=O)N1CCc2ccccc21
COc1cc2c(C(=O)N(CSc3nnnn3-c3ccccc3)S2(=O)=O)c(OC)c1
O=C(Nc1ccccc1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1
COc1cc(NC(=O)CNC(c2ccccc2)c2ccccc2)cc(OC)c1OC
Cc1ncc(Oc2c(C)cc(Nc3ncnc4ccc(-c5cn(CCCCCCC(=O)NO)nn5)cc34)cc2)cc1
CC(C)(C)c1ccc(CC2(N3CCc4c(ccc(S(=O)(=O)Nc5ccc(CCCC6CCCC6)cc5F)c4)C3)CC2)cc1
COc1ccccc1[SH](=O)(O)CC(=O)COc1ccc(C#N)cc1
Cc1c2cc(CN(CCN3CCCC3)C(=O)Nc3ccc(F)cc3)c(O)nc2c(C)cc1
Cc1ccc(C(C)NC(=O)c2ccc(CC3CCN(Cc4cc5c(cc4)OCO5)CC3)cc2)cc1
COc1c(OC)cc(C(=O)Nc2nnc(SCc3nc4c(cc(C)cc4)c(O)c3)s2)cc1
COc1c(OCC(=O)Nc2c(Cl)cccc2)ccc(C=NNC(=O)c2cnccc2)c1
CC(C)(C)NCc1cc(Cl)ccc1OCc1cccs1
Cc1cc2nnc(S)n2cc1
Nc1ccccc1NC(=O)CCCCCNC(=O)c1ccc(F)cc1F
CC(C)(O)Cn1cnc2c1c1c(cccc1)nc2N
COCCNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(Oc3cccc4c3C(=O)N(C)C4)n2)c(OC)c1
COc1ccc2c(C(=O)NCCc3ccccc3)cc(-c3ccccc3)nc2c1
COc1cc(OC2CN(S(=O)(=O)c3ccc4OCOc4c3)C2)ccc1
Cc1ccc(N2C(=O)C3SCC=C3N=C2SCC(=O)N2CCCC2)cc1
CCOC(=O)N1CCN(c2nc3c(cc(C4=NNC(=O)CC4C)cc3)o2)CC1
CCc1nc(O)c2c(CC)nn(-c3c(Cl)cc(Cl)cc3Cl)c2n1
O=C(c1ccccc1-n1nccn1)N1CCC(F)(F)C(Oc2ccc3cccnc3n2)C1
Cc1cc(-c2nnc(CCC(=O)NCCc3ccccc3F)o2)no1
Brc1cc(OCCCCn2cncn2)ccc1
ON=C(c1ccc2OCCOc2c1)C1CCCCC1
CN1CCC(Oc2ccc(Sc3ccccc3)cc2)CC1
CN1CC2CCN(C(=O)CC(N)Cc3cc(F)c(F)cc3F)C2C1
Cc1cc(C)c(C(=O)NCCCc2ccccc2)cc1
CCOc1c2nc(N3CCN(C(=O)c4ccco4)CC3)sc2ccc1
Cc1cc(-n2c(C)nnc2SCC(=O)Nc2ccc(Br)cc2F)ccc1
COc1ccc(COC(=O)C2C(C)=NC3=CC(C)(C)CC(=O)C3C2c2cc3c(cc2[N+](=O)[O-])OCO3)cc1
CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)N(C)C(=O)C1CCCN1C(=S)NCc1c(Cl)cccc1
COC(=O)c1c(NC(=O)CN2CCN(C(=O)c3ccco3)CC2)c2c(cccc2C)[nH]1
Nc1c(NC(=O)c2ccc(C(=O)NCCNc3nonc3C(=NO)Nc3cc(Br)c(F)cc3)cn2)cccc1
COc1ccc(-c2c(C)c3c(nc(-c4cccs4)nc3NN3C(=O)C=C(C)C3=O)s2)cc1
CCN(CC)C(=O)COc1ccc(C=C(C#N)S(=O)(=O)c2ccccc2)cc1OC
Cc1cc(C(=N)NOC(=O)c2ccccc2I)ccc1
CC(C)NC(=O)NC1CCC(CCn2cc(-c3ccc(F)cc3)nn2)OC1CO
O=C1C(=C(O)c2cc(Cl)c(Cl)cc2)C(=O)N(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1
Cc1c2N=C(c3c(F)cccc3)c3c(cccc3)Nc2n[nH]1
Cc1ccccc1OCC(=O)N1CCCCCCC1
Cc1c(-c2ccc(C(=O)Nc3cccc(Cl)c3Cl)o2)cccc1Cl
CC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)OCC(=O)N1CCOCC1
O=C(CCN1C(=O)c2c(cccc2)C1=O)NC(=S)Nc1ccccc1
COc1c2sc(C(=O)NC3CN4CCC3CC4)cc2ccc1
COc1ccc(C(=O)NC(=S)N2CCN(c3ccccc3OC)CC2)cc1
O=C(CSc1n[nH]cn1)Nc1ccc(OCc2ccccc2)cc1
COCCc1ccc(Cl)c(CN(C(=O)C2CNCCC2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1
CN1CCN(CCCNc2ccc3oc(-c4ncc5ccccc5c4)cc(=NO)c3c2)CC1
CC(C)c1cc(Oc2c(I)cc(Cc3c(O)nc(O)[nH]3)cc2I)ccc1O
O=c1n(CCN2CCC(=C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)nc2CCCCn21
CCCCCCCCCN(CCC)C(=O)C1OC(C(=O)O)=CC(N=C(N)N)C1NC(C)=O
COc1ccc(CCNC(=S)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1
O=C(CC1CNCCN1c1cc(Cl)nc(-n2ccnc2)n1)NCc1cc2c(cc1)OCO2
Nc1cc(CNCc2cnc(Oc3ccc4OC(c5ccccc5)CCc4c3)s2)ccn1
Nc1ccc(-c2nc3c(ccc(N)c3)s2)cc1
CCC(C)C(NC(=O)CCCCCCCCCCCCCCC(=O)NC(CC(N)=O)C(=O)NC(CC1CCCCC1)C(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O
O=C1NC(=S)NC1=Cc1ccc(-c2ccc(C(=O)N3CCOCC3)cc2)s1
C=CCNCC(O)C(Cc1ccccc1)NC(=O)c1cc(-c2c(C(C)=O)cccc2)cc(C(=O)NC(C)c2ccccc2)c1
Cc1c(C)cc2sc(NC(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)nc2c1
Cc1ccc(N2C(=O)CC(c3cscc3)C3=C2CC(C)(C)CC3=O)cc1
CCCN=C1SC(=Cc2ccc(C(=O)OCCO)cc2)C(=O)N1c1ccccc1C
c1cc(CNCC2CCN(CCc3c[nH]c4c3cc(-n3cnnc3)cc4)C2)co1
COc1ccc2ccccc2c1CNC(C)c1ccccc1
CCOCC(=O)Nc1cc(Cl)ccc1C
COc1ccc(C(=O)C2CCN(C3Cc4c(cccc4)CC3O)CC2)cn1
C=CC(=O)Nc1cccc2c1sc1c2ncnc1Nc1cccc(Br)c1
COC1=CC=CCC1=NC(O)c1c(-c2ccncc2)n2nc(SCc3ccccc3)nc2nc1C
COc1cc2c(cc1OC)C1=NOC(CN3CCN(CC=Cc4ccc(Cl)cc4)CC3)C1CO2
O=C(O)c1ccc(S(=O)(=O)N(Cc2cccc(OC(F)(F)F)c2)c2ncc(C(F)(F)F)cc2Cl)cc1
O=C1NCCCc2c1cc(-c1ccncc1)[nH]2
O=C(NC1CSSCC(C(=O)O)NC(=O)C2CCCN2C(=O)C(CO)NC1=O)c1cc2c(cccc2)cc1
c1cc2c(cc1)c(OCC1CCCN1c1ncnc3ncnn13)ccc2
CCNc1c(C#N)c(N)c(C(=O)c2ccc(F)cc2)s1
Cc1nc(NN=Cc2ccccc2OCc2ccc(Cl)cc2)nc(C)c1
CCN(CC)C(=O)c1ccc(COc2c(Br)cccc2)o1
CCOc1ccccc1NC(=O)COc1ccccc1
CCc1cc(O)c(Oc2ccc(C(C)=NOC)cc2F)cc1
Cc1c(C)cc(-c2csc(NC(=O)C3=COCCO3)n2)c(C)c1
COc1ccc(CCNC(=O)C(=O)NCC2OCCN2S(=O)(=O)c2ccc(F)cc2)cc1OC
CCCCn1c(C)nnc1C12CC3CC(CC(C3)C1)C2
COCCNc1nc(NC2CCN(C)CC2)c2cc(OC)c(OC)cc2n1
CCC(C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)N3CCOCC3=O)cc1)C2c1ccc(Cl)cc1
CC(C)(C)c1ccc(SCC(c2ccncc2)c2c[nH]cn2)cc1
COc1c(OC(F)F)ccc(C=Cc2nc3c(cccc3)c(O)n2)c1
COc1c(OC)cc(-n2nc(C(=O)NCC(=O)NCCC3=CCCCC3)c3c(cccc3)c2=O)cc1
CN(Cc1ncc[nH]1)c1ccccc1
COc1ccc(OC)c(S(=O)(=O)N2CCC3(CC2)CC(=O)c2c(cccc2)O3)c1
COc1c(OC)cc(C(=O)C=CC(=O)NC(=O)c2ccccc2)cc1
CCCCCCCNC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-n2cccc2)c1C
[C-]#[N+]c1cnc2c(NCC)nc(Nc3cc(C#N)cc(C4CCNCC4)c3Cl)nn12
O=C(NCCCCc1ccccc1)c1c(F)cccc1
CN(C1Cc2c(ccc(C#N)c2)N(Cc2cncn2C)C1)S(=O)(=O)c1ncccc1
COc1ccc(-c2nccnc2C2CN(c3ccc4ccccc4n3)C2)cc1F
CCCCC(=O)C1C(=O)CC(C)(C)C=C1N1CCCC1
Cc1nc2c(cc(S(=O)(=O)NCC(=O)NCc3ccccc3Cl)cc2)s1
