Cn1ccc(-c2ccc3nc(N)sc3c2)n1
C=C(C)Cn1c(=O)c2c(nc3N(c4cccc(Cl)c4C)CCn32)n(C)c1=O
COCCOCCN1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cccc(Cl)c3)cc2[N+](=O)[O-])CC1
CCN(CC)c1ccc2c(c1)oc(=O)c1c2ccc2c1C(=O)C=CC2=O
CC(C)(C)NC(=O)C1CC(OCc2ccncc2)CCN1CC(O)C(Cc1ccccc1)NC(=O)CCCc1ccccc1
CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(N(Cc2cccc(Cl)c2)c2ccc(Br)cc2)CC1
CN(C)CCC(NC(=O)Nc1ccc(-c2c[nH]nc2)cc1)c1ccccc1
CCN(CC(=O)NCc1ccc(Cl)cc1)C(=O)CSc1ccc(Br)cc1
OCCCn1c(-c2ccccc2)nc2c1cnc1c2cccc1
CN1CC2CC1CN2c1ccc(-c2ccc3[nH]ccc3c2)nn1
Nc1ncnc2c1c(-c1c[nH]nn1)cn2C1OC(CO)C(O)C1O
CCn1c(O)c2c(c1O)C(Cc1ccccc1)(C(=O)OC)NC2c1ccc(-c2ccc3OCOc3c2)cc1
COC(=O)C12CC(CC(=O)N3CCCC3)C(=O)N(CCc3ccc(OC)c(OC)c3)C1=CC(C1CCCC1)OC2C
CCOC(=O)C1CCC(CN(Cc2cccc(Br)c2)S(=O)(=O)c2ccc(Cl)cc2)CC1
Oc1c(C=C2C(c3ccc(F)cc3)=Nc3c2cccc3)oc2c1cccc2
Cc1cc(C)cc(-c2csc(NC(=O)CCCCCCS)n2)c1
NC(=O)c1cccc2c1ncnc2NCc1cccc(NC(=O)c2c[nH]nc2N)c1
COc1ccc(C)cc1NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
Cc1ccc(NC(C(N)=O)c2c(C)nc(O)nc2O)cc1
Cc1cc(CC(NC(=O)N2CCN(c3c(Cl)c(Cl)ccc3)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2c[nH]nc12
N#CCCN(C(=S)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1c(F)cccc1
CCC(C)C(CN(C)CC(=O)NC(CCO)C(=O)O)NCC(N)CS
COc1ccc(Cl)cc1NC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
COc1c(C=CC(=O)c2cc(OC)c(OCc3ccc(C(=O)O)cc3)cc2)cc(-c2cccs2)cc1
CCOc1cc(C2=CCC3C4CCC5COCCCC5(C)C4CCC23C)cnc1
C=CCOCCC(=O)N1CCCC12CCCN(c1ncnc3c1cc[nH]3)C2
O=C(COC(=O)CCC1CCCC1)NCc1ccc(Cl)cc1
COc1c(OC)cc2C(=O)C(=Cc3cccc(O)c3CN3CCN(C)CC3)COc2c1
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc4OCOc4c3)c(=O)n2C1c1cc(Br)c(OC)cc1
O=C1CCCCCN1CP(=O)(O)CN1CCCCCC1=O
COc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)cc1
CCN(CC)C(=O)N1CCC(NC(=O)Cc2ccccc2)CC1
Nc1nc(O)c2ncn(C3CN(C(=O)CCP(=O)(O)O)CC3OCC(O)P(=O)(O)O)c2n1
CS(=O)(=O)c1ccc(-c2ccc(CC(C#N)NC(=O)C3NC4CCC3C4)c(F)c2)cc1
COCC1CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2CCC(O)CO
Cc1c(F)cc(Nc2c3CCCc3nc3ccccc23)cc1
N=C(N)c1c(F)cc2nc(-c3c(O)c(OC4CCCC4)ccc3)[nH]c2c1
NC(=O)Nc1ccc(-c2ccc(C3(C(F)(F)F)N=N3)cc2)cc1
CC(C)Cc1ccc(C(C)C(=O)N(O)C(C)C)cc1
CC(=O)c1c(C(F)(F)F)nc(NN2C(=O)C=C(C)C2=O)nc1
CN1C(=O)c2c(nc(Cc3ccccc3)n2C)N2CC3(CCCC3)N=C12
O=C(Nc1ncc([N+](=O)[O-])s1)c1cc([N+](=O)[O-])ccc1
CC(=O)Nc1cc(-c2cc(C(=O)NCCN(C)C)ccc2)cn2c(-c3ccccc3)cnc12
CCN1CCN(CCCOc2c(Br)cc(Cl)cc2)CC1
NS(=O)(=O)c1cccc(Nc2nccc(-n3ncc4c3cccc4)n2)c1
Cc1cc(Oc2cc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)cnc1N
COc1cc(NC(=O)CN(C)CC(=O)Nc2ccc(Br)cc2)ccc1
CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2c3CCCc3nc3ccccc23)c1
COc1ccc(C(C)=NNC(=O)CNC(=O)COc2ccccc2)c(OC)c1
O=C(c1ccc(N2CCOCC2)cc1)c1cccs1
CC(C)C1CN(C(=O)Nc2ccc(Cl)cc2)CCN1C(=NC#N)Nc1cccc2c1cccn2
CC(C)C(NC(N)=O)C(=O)NNC(=O)COc1cccc(C(F)(F)F)c1
CC(OC1CCCN(Cc2n[nH]cn2)C1c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
COc1ccc(Nc2nnc(-c3ccc(C)c(S(=O)(=O)NCc4nc5c(cccc5)[nH]4)c3)c3c2cccc3)cc1
CCCCc1ccc(Oc2ccc(C(=O)NCc3cc(OC)c(OC)cc3)cc2)cc1
COc1cc(C(F)(F)F)cc(Nc2c(S(N)(=O)=O)cccn2)c1
CCn1c(C(=O)OC(C)CCO)ccc1C(CC)(CC)c1cc(C)c(OCC(=O)C(C)(C)C)cc1
Cc1nnc(SCC(=O)Nc2ccc(N3CCOCC3)cc2)n1Cc1ccccc1
Cc1cc(OCC#CC[N+]2(C)CCCC2)no1
CCCn1c2c(cccc2)c2c1nc(SCC(=O)Nc1cc(C(C)=O)ccc1)nn2
COc1ccc(C2CC(=O)C(C=NCCN3CCNCC3)=C(O)C2)cc1OC
CC(=O)Nc1ccc(S(=O)(=O)NC(CC(=O)O)c2ccc(C)cc2)cc1
Cn1nccc1-c1c(F)cccc1Oc1c(C#N)cc(S(=O)(=O)Nc2ncns2)cc1
CC(C)COc1c2c(=O)cc(-c3ccc(O)c(O)c3)oc2cc(O)c1
N#Cc1cc(-c2cc3c(cc2)C2(CCN(C4CCCCCC4)CC2)N(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC3)ccc1
Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN(C=O)CC3)cc2n2cncc12
CCCn1c(=O)c2c(cc(-c3ccc(OCC(=O)Nc4c(O)cccn4)cc3)[nH]2)n(CCC)c1=O
O=C(c1c(O)cc(O)cc1)N(Cc1cscc1)c1ccc(-c2ncnc3c2scc3)cc1
Cc1c2oc(=O)c3c(CCC3)c2ccc1OCc1ccc(C(=O)O)o1
Cc1noc(C2CCN(C(=O)Cn3c(=O)c(C(=O)NCc4ccc(Cl)cc4)cc4cccnc43)C2)n1
CCc1cccc(C(C)C)c1NC(=O)NCC1(c2ccccc2)CCCC1
CSc1cc(NC(=O)C(C)N(c2ccc(C)cc2)S(C)(=O)=O)ccc1
COc1ccc(-c2c(O)n3c(nc4c3cccc4)nn2)cc1
Cc1nc2c(cc(S(=O)(=O)CCC(=O)NCc3ccc(Cl)cc3)cc2)s1
COc1cc(NC(=O)c2ccc(Br)cc2)c(OC)cc1NC(=O)c1ccccc1
Cc1cc(S(=O)(=O)c2ccc3ccnc(N4CCNCC4)c3c2)cc(C)c1
CCN(CC)Cc1cc2=NC(c3c(Nc4nc(Sc5ccc(NC(=O)C6CC6)cc5)nc(Cl)c4)cn[nH]3)N=c2cc1
Brc1ccc(C=NN2CCN(Cc3cccc4c3cccc4)CC2)s1
O=Cc1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1
C=C(C=O)C1CC2(C)C(=CC1=O)C(OC(=O)C(C)=CC(C)CCCC)CCC2C(=O)OP(=O)(OCC)OCC
Nc1c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c(Cl)ccc1
COc1ccc(CN(C)CC2OCCCCC(C)Oc3c(cc(NC(=O)NC4CCCCC4)cc3)C(=O)N(C(C)CO)CC2C)cc1
COc1c(OC)cc2C(=Cc3ccc(N(C)C)cc3)C=Cc2c1
O=C(O)C=CC(O)C1CCCCC1
CCOc1ccc(NC(=O)Nc2c(OC)ccc(C)c2)cc1
CN1CCN(C(=O)CNC2CC2c2ccc(-c3cc(F)ccc3C(F)(F)F)cc2)CC1
CC1(C)CC2(CC(c3cccs3)c3c(cc(O)c(Cl)c3)O2)NC(=S)N1
CC(=O)c1ccc(S(=O)(=O)NC(=O)c2c(Cl)cc(Cl)cc2)cc1
O=C(NCc1c(Cl)cc(F)cc1)C1CCC(=O)N1c1ccccc1
COc1cc(Nc2c(N)cc(C(=O)O)cc2)ccc1
CCCCOc1c(Cl)cc(C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc1OCC
Cc1ccc(-n2nc3CSCc3c2NC(=O)c2cc(Br)ccc2)cc1
Nc1c2ncn(C3CNC(CO)O3)c2ncn1
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1N1CCN(CCO)CC1
Cn1nccc1S(=O)(=O)N1CCC2(CCN(c3ccc(CC(F)(F)F)cc3)C2=O)C(O)C1
Cc1ccc(OCCNc2cc(Cl)ccc2[N+](=O)[O-])cc1C
COc1c(CCNCC(=O)N2CCc3ccccc3C2C2CCCCC2)cccc1
CCCCc1ncc(C=C2C(=O)N(CCCC)C(=O)N2Cc2ccc(N)cc2)n1Cc1ccc(C(=O)OC)cc1
O=C(NCc1c(Cl)cc(Cl)cc1COCCO)C1COc2ncccc21
CCOc1ccc(S(=O)(=O)NCCC(=O)N2CCN(Cc3ccccc3)CC2)cc1
COc1cc(NC(=S)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)ccc1
Cc1c(OCCCC(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)ccc(Cl)c1
